CO_ID;CL_ID;DATA;CL_GENERO;CL_SEG;QTD_ITENS;QTD_PRODUTOS_DISTINTOS;QTD_CATEGORIAS_DISTINTAS;CATEGORIAS
708792;6;11/11/2021;F;B;35;35;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
708831;244;11/11/2021;M;B;17;17;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
708899;410;11/11/2021;F;B;64;64;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
708952;382;11/11/2021;F;C;42;42;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
708955;1000;11/11/2021;F;B;57;57;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
708959;676;14/11/2021;M;B;10;10;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
708969;941;14/11/2021;M;B;3;3;2;['ALIMENTOS', 'BEBIDAS']
709048;432;14/11/2021;F;C;54;54;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
709093;145;14/11/2021;M;B;64;64;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709128;893;14/11/2021;F;B;23;23;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709153;321;14/11/2021;M;B;22;22;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
709191;421;14/11/2021;M;C;29;29;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709286;892;14/11/2021;F;B;19;19;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
709308;619;14/11/2021;M;B;65;65;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709320;461;14/11/2021;M;C;2;2;1;['BEBIDAS']
709357;290;14/11/2021;F;B;49;49;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709405;283;14/11/2021;M;B;5;5;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
709469;278;14/11/2021;F;C;12;12;2;['ALIMENTOS', 'LIMPEZA']
709546;49;14/11/2021;M;C;66;66;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709583;156;14/11/2021;F;B;25;25;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
709647;177;14/11/2021;F;C;13;13;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
709723;760;14/11/2021;F;A;44;44;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709770;427;14/11/2021;M;B;27;27;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709842;420;14/11/2021;M;B;69;69;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
709878;887;14/11/2021;F;B;1;1;1;['LIMPEZA']
709963;762;14/11/2021;F;B;39;39;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710013;977;14/11/2021;M;C;6;6;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
710047;874;14/11/2021;F;B;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710073;661;14/11/2021;M;B;53;53;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710141;574;14/11/2021;F;B;44;44;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710186;766;14/11/2021;F;B;73;73;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
710201;553;14/11/2021;F;B;2;2;2;['ALIMENTOS', 'LIMPEZA']
710233;134;14/11/2021;F;B;51;51;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710247;963;14/11/2021;M;B;59;59;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
710323;930;14/11/2021;F;B;36;36;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
710368;992;14/11/2021;F;B;39;39;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
710457;224;14/11/2021;M;B;65;65;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710536;520;14/11/2021;M;B;57;57;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710582;568;14/11/2021;F;A;47;47;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710609;929;14/11/2021;M;B;59;59;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710654;173;14/11/2021;F;B;19;19;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
710676;54;14/11/2021;M;A;58;58;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710690;364;14/11/2021;F;C;2;2;2;['HIGIENE', 'LIMPEZA']
710729;267;14/11/2021;F;B;75;75;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710792;118;14/11/2021;M;A;33;33;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710851;86;14/11/2021;F;C;39;39;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
710942;187;14/11/2021;M;B;39;39;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711010;562;14/11/2021;F;B;75;75;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711102;345;14/11/2021;F;B;19;19;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711196;620;14/11/2021;M;B;16;16;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'PET']
711290;498;14/11/2021;M;B;28;28;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
711340;732;14/11/2021;F;B;6;6;2;['ALIMENTOS', 'LIMPEZA']
711360;41;14/11/2021;M;C;49;49;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711456;705;14/11/2021;M;B;30;30;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711531;560;14/11/2021;M;B;29;29;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711593;931;14/11/2021;M;A;34;34;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
711625;206;14/11/2021;F;C;6;6;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
711626;570;14/11/2021;F;C;30;30;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711645;168;14/11/2021;F;B;39;39;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
711696;300;14/11/2021;F;C;31;31;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711747;267;14/11/2021;F;B;60;60;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711782;346;14/11/2021;F;C;37;37;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
711841;813;14/11/2021;F;C;5;5;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
711861;709;14/11/2021;F;B;60;60;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
711912;45;14/11/2021;M;A;7;7;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
711966;869;14/11/2021;F;B;3;3;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
711996;110;14/11/2021;M;C;47;47;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712063;369;14/11/2021;F;C;22;22;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712105;134;14/11/2021;F;B;47;47;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712187;158;14/11/2021;M;B;36;36;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
712191;352;14/11/2021;M;B;58;58;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712204;258;14/11/2021;F;B;14;14;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
712246;523;14/11/2021;M;B;32;32;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712331;711;14/11/2021;M;B;23;23;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
712393;502;14/11/2021;M;C;60;60;6;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
712408;330;14/11/2021;F;B;68;68;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712498;822;14/11/2021;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712508;943;17/11/2021;F;C;67;67;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712587;838;17/11/2021;F;C;17;17;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712678;375;17/11/2021;M;B;16;16;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
712717;455;17/11/2021;F;C;38;38;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712779;696;17/11/2021;M;B;28;28;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
712829;554;17/11/2021;F;A;21;21;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
712918;270;17/11/2021;F;B;69;69;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712943;680;17/11/2021;F;C;32;32;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
712958;167;17/11/2021;M;A;47;47;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713002;760;17/11/2021;F;A;66;66;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713100;451;17/11/2021;M;C;67;67;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713114;180;17/11/2021;M;B;46;46;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713144;611;17/11/2021;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713147;852;17/11/2021;M;B;13;13;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
713187;203;17/11/2021;F;A;56;56;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713284;30;17/11/2021;M;B;53;53;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
713313;321;17/11/2021;M;B;31;31;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713396;728;17/11/2021;M;A;56;56;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713470;753;17/11/2021;F;C;3;3;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
713555;114;17/11/2021;F;B;22;22;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
713621;510;17/11/2021;F;B;17;17;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713632;157;17/11/2021;M;C;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713673;34;17/11/2021;M;C;60;60;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713772;886;17/11/2021;F;B;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713844;987;17/11/2021;F;B;34;34;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713904;827;17/11/2021;M;B;29;29;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713916;65;17/11/2021;M;B;27;27;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
713962;80;17/11/2021;F;C;15;15;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
713976;426;17/11/2021;F;C;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714064;848;17/11/2021;F;A;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714137;99;24/11/2021;F;C;24;24;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
714234;872;24/11/2021;M;A;67;67;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714300;18;24/11/2021;M;C;43;43;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714323;197;24/11/2021;F;B;10;10;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
714327;120;24/11/2021;F;A;60;60;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714377;226;24/11/2021;F;B;37;37;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714401;161;24/11/2021;M;B;27;27;4;['ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
714448;505;24/11/2021;F;C;68;68;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714455;181;24/11/2021;F;B;72;72;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714515;484;24/11/2021;M;C;19;19;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714609;820;24/11/2021;M;B;49;49;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714679;417;24/11/2021;M;B;34;34;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
714684;700;24/11/2021;F;C;8;8;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
714763;29;24/11/2021;M;B;16;16;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714847;642;24/11/2021;M;B;50;50;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
714910;812;24/11/2021;F;A;69;69;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715004;602;24/11/2021;M;B;6;6;3;['ALIMENTOS', 'LIMPEZA', 'PET']
715017;908;24/11/2021;M;C;52;52;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715091;746;24/11/2021;M;C;67;67;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715116;319;24/11/2021;M;B;62;62;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715196;191;24/11/2021;M;B;8;8;4;['ACESSORIOS', 'ALIMENTOS', 'LIMPEZA', 'PET']
715295;730;24/11/2021;F;B;63;63;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715351;248;24/11/2021;M;C;18;18;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
715411;553;24/11/2021;F;B;35;35;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
715453;281;24/11/2021;F;B;47;47;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715522;955;24/11/2021;F;C;14;14;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
715589;462;24/11/2021;F;A;36;36;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
715684;947;24/11/2021;F;B;45;45;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715759;19;24/11/2021;F;C;31;31;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715786;604;24/11/2021;M;B;34;34;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715796;635;24/11/2021;F;B;23;23;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
715892;837;24/11/2021;F;C;32;32;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
715920;41;24/11/2021;M;C;32;32;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715934;520;27/11/2021;M;B;61;61;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
715952;658;27/11/2021;F;B;37;37;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716029;327;27/11/2021;M;A;3;3;2;['ALIMENTOS', 'BEBIDAS']
716083;583;27/11/2021;F;B;40;40;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716178;80;27/11/2021;F;C;13;13;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
716185;814;27/11/2021;M;B;57;57;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716223;143;27/11/2021;F;B;19;19;5;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA', 'PET']
716256;959;27/11/2021;M;B;53;53;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716308;649;27/11/2021;F;B;4;4;3;['ALIMENTOS', 'BEBIDAS', 'LIMPEZA']
716360;552;27/11/2021;M;B;14;14;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716432;458;27/11/2021;F;C;4;4;3;['ALIMENTOS', 'BEBIDAS', 'HIGIENE']
716511;618;27/11/2021;M;B;17;17;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
716566;126;27/11/2021;M;C;32;32;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716570;901;27/11/2021;F;B;8;8;2;['ALIMENTOS', 'HIGIENE']
716574;922;27/11/2021;M;B;21;21;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
716576;462;27/11/2021;F;A;16;16;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
716672;466;27/11/2021;F;C;36;36;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716723;508;27/11/2021;F;B;14;14;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
716795;204;12/04/2021;F;B;73;73;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716837;303;12/04/2021;M;B;57;57;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716839;18;12/04/2021;M;C;63;63;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716857;777;12/04/2021;F;B;59;59;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
716952;325;12/04/2021;M;B;51;51;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
716987;424;12/04/2021;M;B;38;38;5;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
717078;945;12/04/2021;F;B;73;73;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717144;955;12/04/2021;F;C;59;59;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717164;386;12/04/2021;M;A;16;16;5;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'LIMPEZA']
717226;183;12/04/2021;M;B;63;63;6;['#N/D', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717283;629;12/04/2021;M;C;41;41;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717305;233;12/04/2021;M;B;12;12;4;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE', 'LIMPEZA']
717398;547;12/04/2021;F;C;13;13;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
717475;536;12/04/2021;M;B;48;48;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717484;146;12/04/2021;F;B;35;35;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
717538;946;12/04/2021;M;B;11;11;3;['ALIMENTOS', 'BEBIDAS', 'HIGIENE']
717565;505;12/04/2021;F;C;51;51;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717643;254;12/04/2021;F;B;50;50;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717645;961;12/04/2021;F;C;17;17;3;['ALIMENTOS', 'HIGIENE', 'LIMPEZA']
717685;422;12/04/2021;F;C;55;55;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717747;5;12/04/2021;F;C;64;64;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717809;119;12/04/2021;F;B;56;56;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717888;937;12/04/2021;M;C;17;17;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
717922;251;12/04/2021;F;C;52;52;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
717981;810;12/04/2021;M;B;69;69;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718066;191;12/04/2021;M;B;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718124;360;12/04/2021;M;B;52;52;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718168;382;12/04/2021;F;C;71;71;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718244;132;12/04/2021;M;A;64;64;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718297;254;12/04/2021;F;B;61;61;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718329;552;12/04/2021;M;B;74;74;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718423;582;12/04/2021;F;B;59;59;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718439;115;12/04/2021;M;B;43;43;5;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718487;39;12/04/2021;M;C;60;60;4;['ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
718550;303;12/07/2021;M;B;70;70;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718565;564;12/07/2021;M;B;42;42;5;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA']
718658;487;12/07/2021;F;C;69;69;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718756;774;12/07/2021;F;B;69;69;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718843;547;12/07/2021;F;C;75;75;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718873;103;12/07/2021;M;B;66;66;6;['ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
718922;426;12/07/2021;F;C;13;13;3;['ACESSORIOS', 'ALIMENTOS', 'HIGIENE']
719001;550;12/07/2021;M;B;55;55;7;['#N/D', 'ACESSORIOS', 'ALIMENTOS', 'BEBIDAS', 'HIGIENE', 'LIMPEZA', 'PET']
719057;495;12/07/2021;F;A;7;7;3;['ALIMENTOS', 'HIGIENE', 'PET']
